"Stock","Year","Season","Area","Country","Effort","Catch.Cat.","Report.cat.","Fleets","Caton","SampledCatch","NumAgeMeasurement","NumLengthMeasurements","NumSamplesAge","NumSamplesLength","MaleLngt160","MaleLngt170","MaleLngt180","MaleLngt190","MaleLngt200","MaleLngt210","MaleLngt220","MaleLngt230","MaleLngt240","MaleLngt250","MaleLngt260","MaleLngt270","MaleLngt280","MaleLngt290","MaleLngt300","MaleLngt310","MaleLngt320","MaleLngt330","MaleLngt340","MaleLngt350","MaleLngt360","MaleLngt370","MaleLngt380","MaleLngt390","MaleLngt400","MaleLngt410","MaleLngt420","MaleLngt430","MaleLngt440","MaleLngt450","MaleLngt460","MaleLngt470","MaleLngt480","MaleLngt490","MaleLngt500","MaleLngt510","MaleLngt520","MaleLngt530","MaleLngt540","MaleLngt550","MaleLngt560","MaleLngt570","MaleLngt580","MaleLngt590","MaleLngt600","MaleLngt610","MaleLngt620","MaleLngt630","MaleLngt640","MaleLngt660","MaleLngt710","FemaleLngt160","FemaleLngt170","FemaleLngt180","FemaleLngt190","FemaleLngt200","FemaleLngt210","FemaleLngt220","FemaleLngt230","FemaleLngt240","FemaleLngt250","FemaleLngt260","FemaleLngt270","FemaleLngt280","FemaleLngt290","FemaleLngt300","FemaleLngt310","FemaleLngt320","FemaleLngt330","FemaleLngt340","FemaleLngt350","FemaleLngt360","FemaleLngt370","FemaleLngt380","FemaleLngt390","FemaleLngt400","FemaleLngt410","FemaleLngt420","FemaleLngt430","FemaleLngt440","FemaleLngt450","FemaleLngt460","FemaleLngt470","FemaleLngt480","FemaleLngt490","FemaleLngt500","FemaleLngt510","FemaleLngt520","FemaleLngt530","FemaleLngt540","FemaleLngt550","FemaleLngt560","FemaleLngt570","FemaleLngt580","FemaleLngt590","FemaleLngt600","FemaleLngt610","FemaleLngt620","FemaleLngt630","FemaleLngt640","FemaleLngt660","FemaleLngt710","UndeterminedLngt160","UndeterminedLngt170","UndeterminedLngt180","UndeterminedLngt190","UndeterminedLngt200","UndeterminedLngt210","UndeterminedLngt220","UndeterminedLngt230","UndeterminedLngt240","UndeterminedLngt250","UndeterminedLngt260","UndeterminedLngt270","UndeterminedLngt280","UndeterminedLngt290","UndeterminedLngt300","UndeterminedLngt310","UndeterminedLngt320","UndeterminedLngt330","UndeterminedLngt340","UndeterminedLngt350","UndeterminedLngt360","UndeterminedLngt370","UndeterminedLngt380","UndeterminedLngt390","UndeterminedLngt400","UndeterminedLngt410","UndeterminedLngt420","UndeterminedLngt430","UndeterminedLngt440","UndeterminedLngt450","UndeterminedLngt460","UndeterminedLngt470","UndeterminedLngt480","UndeterminedLngt490","UndeterminedLngt500","UndeterminedLngt510","UndeterminedLngt520","UndeterminedLngt530","UndeterminedLngt540","UndeterminedLngt550","UndeterminedLngt560","UndeterminedLngt570","UndeterminedLngt580","UndeterminedLngt590","UndeterminedLngt600","UndeterminedLngt610","UndeterminedLngt620","UndeterminedLngt630","UndeterminedLngt640","UndeterminedLngt660","UndeterminedLngt710","MaleLngt150","MaleLngt650","FemaleLngt150","FemaleLngt650","UndeterminedLngt150","UndeterminedLngt650","MaleLngt120","MaleLngt140","FemaleLngt120","FemaleLngt140","UndeterminedLngt120","UndeterminedLngt140","MaleLngt670","FemaleLngt670","UndeterminedLngt670","MaleLngt690","FemaleLngt690","UndeterminedLngt690"
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",94859,0,0,2067,0,18,0,0,0,0,0,0,0,0,0,381.05,381.05,381.05,1524.2,762.1,0,0,381.05,381.05,0,381.05,381.05,0,381.05,0,0,0,0,381.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,381.05,381.05,1524.2,3048.4,4953.64,7620.99,8383.09,9145.19,8764.14,10288.33,8383.09,5715.74,3810.49,6096.79,4953.64,3048.4,5334.69,1905.25,4572.59,6477.84,3429.44,6858.89,7239.94,4572.59,8383.09,2286.3,3810.49,1143.15,1524.2,762.1,381.05,1143.15,0,762.1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",2801,0,0,282,0,20,0,77.76,77.76,77.76,622.05,1399.61,1866.15,1321.86,777.56,699.81,466.54,155.51,155.51,155.51,155.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,388.78,1632.88,2254.93,2021.67,2565.96,1866.15,1555.13,1244.1,155.51,233.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",313869,0,0,11402,0,41,0,0,0,0,0,0,0,1273.97,0,1803.37,7683.55,10816.53,16065.36,15556.22,9391.72,14132.33,16704.89,11826.01,12575.34,2451.96,2684.8,361.79,552.81,470.67,303.85,105.61,74.49,73.3,24.43,24.43,52.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1273.97,3821.9,8136.09,17832.78,38840.82,55410.58,57938.61,139943.95,113717.01,73214.12,35518.96,27348.57,19255.58,15007.09,15167.6,10100.03,6353.32,6998.8,6248.12,5217.88,4042.52,3168.09,2762.45,2923.02,2284.72,2140.1,2288.26,1461.03,750.51,864.06,250.96,769.03,224.06,617.92,236.02,121.12,162.93,0,0,37.74,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",9912,0,0,1079,0,32,0,0,0,174.98,2566.42,4024.62,5307.83,5541.14,5657.79,5249.5,3557.99,1574.85,408.29,116.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,641.61,1049.9,1983.14,3674.65,3091.37,5191.17,5832.78,4607.89,1808.16,583.28,233.31,0,0,58.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",149307,0,0,11496,0,39,0,0,0,0,0,0,0,0,516.31,516.31,3468.43,3085.49,6356.23,11610.47,14074.85,3223.16,4013.43,4943.03,2745.53,2644.48,2373.2,690.53,1189.82,729.1,318.95,279.02,48.67,320.48,97.02,123.8,9.52,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1032.63,3696.18,10556.41,29071.61,31274.47,40009.2,37430.67,37526.24,27217.12,30477.63,19285.66,15314.02,13080.95,10061.65,8790.58,9413.49,6988.88,4776.28,4903.69,3259.53,3036.57,2955.37,2718.7,3013.57,1901.04,1260.29,1060.99,1077.74,1052.36,568.95,675.39,1064.46,575.77,182.08,124.79,84.63,119.64,119.64,51.83,42.31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",2000,0,0,410,0,23,0,0,38.06,38.06,304.5,647.06,989.62,1218,1103.81,570.94,228.37,152.25,0,0,38.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,76.12,0,266.44,532.87,1141.87,1827,1941.18,2207.62,1218,456.75,304.5,266.44,38.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",33815,0,0,2288,0,29,0,0,0,0,0,0,0,659.65,695.37,107.17,838.26,1836.38,843.21,5301.92,1052.6,285.78,1028.18,367.5,219.99,71.45,71.45,808.19,71.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,142.89,214.34,577.22,5275.65,8608.32,8345.41,11443.05,10331.65,7571.84,7361.18,3253.97,2935.24,1844.28,860.17,1312.88,1093.4,1257.31,2106.36,843.4,450.26,843.4,1508.7,736.23,736.23,112.31,153.68,0,0,76.58,76.58,0,0,77.1,76.58,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",6743,0,0,155,0,10,0,0,0,0,0,0,508.43,1016.87,2287.95,5338.55,4067.47,762.65,508.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,508.43,508.43,3559.04,7372.29,6863.86,3813.25,1779.52,254.22,0,254.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",12116,0,0,1608,0,25,0,0,0,0,0,0,0,0,0,28.79,173.37,222.21,723.65,993.82,1279.54,1083.94,1000.32,642.72,222.21,310.89,187.8,38.82,38.82,91.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,125.17,346.09,1173.46,3154.55,3318.16,4183.72,2988.35,3240.47,2292.67,1206.65,1193.46,842.64,640.44,732.29,763.48,657.06,335.26,531.71,238.23,274.81,106.42,161.25,38.82,170.63,67.6,108.64,28.79,28.79,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",3173,0,0,350,0,18,0,0,0,0,56.86,170.58,227.45,170.58,398.03,966.65,454.89,398.03,170.58,56.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,56.86,0,0,341.17,1250.95,2729.36,4321.48,4094.03,2103.88,1250.95,454.89,170.58,56.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",49158,0,0,1563,0,29,0,0,0,0,0,0,0,0,386.22,706.78,875.92,2401.56,2235.62,2245.1,2158.79,1309.39,625.59,1011.91,764.42,465.16,545.77,125.28,0,0,84.97,40.31,0,40.31,0,0,0,0,0,40.31,0,0,0,0,0,0,0,0,40.31,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,150.62,150.62,857.4,1696.13,5164.32,15341.53,16791.07,14763.06,15400.42,10673.03,12721.11,5937.2,3700.84,2783.02,3183.07,1767.13,1514.3,1056.57,963.69,1188.28,1017.06,422.27,337.3,295.22,210.37,587.86,295.22,422.27,84.97,84.97,40.31,84.97,0,0,40.31,0,0,0,40.31,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,84.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",21588,0,0,2173,0,39,0,0,0,0,0,0,0,0,0,383.41,332.35,2116.85,2526.79,1847.11,2516.06,442.14,851.45,256.91,110.53,110.53,42.46,0,0,21.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,76.87,256.23,2104.4,8652.73,12364.88,9284.9,9647.33,6253.31,4730.23,2843.73,2742.87,1829.3,1049.3,970.5,893.91,974.8,502.08,311.13,523.59,293.45,648.92,25.62,191.43,46.48,0,21.23,76.87,0,25.62,0,0,0,0,0,0,0,0,0,46.48,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",4133,0,0,328,0,17,0,0,0,0,0,0,316.12,553.2,1501.55,1264.47,1027.38,632.23,474.17,0,79.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,79.03,0,79.03,395.15,632.23,2607.96,4188.54,5611.07,3872.43,1817.67,553.2,237.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",26067,0,0,1914,0,16,0,0,0,0,0,0,0,0,0,772.77,969.9,1986.09,2171.34,2674.7,974.64,1172.84,361.03,117.79,630.06,355.69,0,128.77,113.21,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1742.67,2204.95,7496.02,13227.36,13268.08,11617.05,7199.65,6161.18,3614.76,3233.74,2247.69,1620.55,779.17,740.38,1143.06,879.1,450.86,177.21,120.99,450.49,194.04,256.82,548.87,113.21,7.78,113.21,0,113.21,120.63,113.21,120.63,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",16974,0,0,702,0,12,0,381.67,1145,3625.82,4007.48,5534.14,4198.32,5534.14,1908.33,2671.66,2480.82,1908.33,1526.66,572.5,381.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,3434.99,5724.98,9923.29,10877.46,12213.28,12785.78,13167.45,13930.78,11449.95,3244.15,954.16,381.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",23335,0,0,577,0,7,0,0,0,0,0,0,0,0,0,0,0,1274.15,4041.42,3316.62,1256.61,1426.89,1268.95,330.64,111.95,0,0,0,0,55.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,111.95,223.89,1808.43,3483.58,8354.88,8524.64,7780.25,5547.38,3105.55,1765.44,773.23,905.71,406.87,1528.56,264.4,2863.76,396.88,223.89,55.97,111.95,55.97,0,111.95,55.97,0,0,55.97,1030,0,0,0,55.97,0,198.44,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",11673,0,0,101,0,4,0,0,0,0,611.15,0,2444.62,2444.62,3666.93,2444.62,3055.77,3055.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,611.15,1833.46,3666.93,7945.01,9167.32,11000.78,6722.7,1833.46,1222.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",32311,0,0,1431,0,21,0,0,0,0,0,0,0,15.07,117.49,0,176.68,513.52,1127.09,221.41,519.54,183.95,98.18,86.81,16.77,49.09,0,15.55,19.43,15.55,0,50.54,15.55,46.66,0,0,0,15.55,0,0,0,0,0,0,0,0,15.55,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,94.78,796.09,3002.11,5166.88,14252.57,13470.48,23827.47,8653.82,12444.06,6487.61,6524.2,4996.33,1264.8,354.54,206.54,214.34,188.32,123.01,485.33,488.72,16.77,34.99,87.96,19.43,36.2,0,34.5,0,0,0,0,0,0,0,16.77,0,19.43,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",8514,0,0,94,0,9,0,0,0,0,0,544.62,2178.48,2178.48,2723.1,2178.48,1633.86,1633.86,0,0,0,544.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,544.62,0,544.62,2178.48,9258.53,8713.91,5446.19,7080.05,2178.48,1633.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",20912,0,0,666,0,13,0,0,0,0,0,0,0,0,0,4.36,1257.05,1209.7,1624.47,2220.19,531.51,190.24,745.73,518.44,456.17,443.1,320.4,50.12,0,0,172.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2168.48,7451.71,7583.14,9107.46,8693.01,5469.97,6450.44,2876.14,2778.24,1752.49,1963.03,891.87,1227.95,305.05,440.82,609.28,600.57,222.93,495.98,4.36,4.36,4.36,172.81,0,0,0,0,0,0,172.81,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",13542,0,0,790,0,12,305.69,611.37,2445.49,4279.61,7030.79,4890.99,3515.4,2445.49,2904.02,1528.43,1069.9,1375.59,305.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,152.84,305.69,2139.81,5196.67,10087.66,12074.62,14367.27,10240.5,9781.97,7947.85,9017.76,4126.77,1986.96,458.53,0,152.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","France",721480,"L","R-Reported","OTB_DEF_100-119_0_0",8538.1,0,0,145,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1323.13,1579.22,2945.05,2896.34,2619.15,1167.95,1003.25,870.48,577.74,823.07,353.16,1086.67,465.72,155.24,240.6,275.54,155.24,77.62,77.62,42.68,77.62,0,42.68,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","France",703645,"L","R-Reported","OTB_DEF_70-99_0_0",11760.38,0,0,172,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,390.9,586.35,1417.01,1954.49,2084.79,3371.5,1742.75,1759.04,3322.63,2540.84,4853.65,3322.63,3029.46,1368.14,781.8,781.8,195.45,195.45,0,0,0,195.45,0,390.9,0,0,0,0,0,0,0,0,195.45,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
