"Stock","Year","Season","Area","Country","Effort","Catch.Cat.","Report.cat.","Fleets","Caton","SampledCatch","NumAgeMeasurement","NumLengthMeasurements","NumSamplesAge","NumSamplesLength","MaleAge1","MaleAge2","MaleAge3","MaleAge4","MaleAge5","MaleAge6","MaleAge7","MaleAge8","MaleAge9","MaleAge10","MaleAge11","MaleAge12","MaleAge13","MaleAge14","MaleAge15","MaleAge16","MaleAge17","MaleAge19","FemaleAge1","FemaleAge2","FemaleAge3","FemaleAge4","FemaleAge5","FemaleAge6","FemaleAge7","FemaleAge8","FemaleAge9","FemaleAge10","FemaleAge11","FemaleAge12","FemaleAge13","FemaleAge14","FemaleAge15","FemaleAge16","FemaleAge17","FemaleAge19","UndeterminedAge1","UndeterminedAge2","UndeterminedAge3","UndeterminedAge4","UndeterminedAge5","UndeterminedAge6","UndeterminedAge7","UndeterminedAge8","UndeterminedAge9","UndeterminedAge10","UndeterminedAge11","UndeterminedAge12","UndeterminedAge13","UndeterminedAge14","UndeterminedAge15","UndeterminedAge16","UndeterminedAge17","UndeterminedAge19","X","MaleAge0","FemaleAge0","UndeterminedAge0","MaleAge18","FemaleAge18","UndeterminedAge18","MaleAge20","MaleAge21","MaleAge22","FemaleAge20","FemaleAge21","FemaleAge22","UndeterminedAge20","UndeterminedAge21","UndeterminedAge22","MaleAge27","FemaleAge27","UndeterminedAge27","MaleAge23","MaleAge24","FemaleAge23","FemaleAge24","UndeterminedAge23","UndeterminedAge24","MaleAge26","FemaleAge26","UndeterminedAge26"
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",13353,0,703,292,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,6.63,139.13,79.5,914.26,795.01,1914.64,1113.01,119.25,1397.89,145.75,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",3455,0,77,179,7,12,0,3957.14,4967.78,886.59,103.53,41.5,10.55,1.84,0.34,0.12,0,0,0,0,0,0,NA,NA,0,3489.83,5729.4,1107.4,137.47,56.75,15.59,2.87,0.12,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"annual","27.7.e","Belgium",754993,"D","R-Reported","TBB_DEF_70-99_0_0_all",9075,0,142,370,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,5683.13,28521.5,21530.99,8697.84,429.7,450.83,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",9912,0,62,1079,5,32,821.08,12623.35,16388.59,3665.72,452.51,148.91,45.03,13.77,2.22,0,0,0,0,0,0,0,NA,NA,162.09,8486.17,15038.36,4032.2,658.7,236.58,87.37,31.73,8.93,0.12,0.12,0.12,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",3173,0,208,350,12,18,1.08,244.28,1529.18,993.6,211.75,71.3,9.33,7.96,0.68,0.06,0,0,0,0,0,0,NA,NA,2.16,1017.59,8237.14,5674.73,1306.11,458.48,67.55,56.52,5.12,0.74,0.06,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",26067,0,703,1914,31,16,0,526.83,4567.03,4620.72,1481.38,676.07,378.52,107.2,61.68,11.84,6.69,0.64,0,0.12,0,0,NA,NA,0,2268.07,24549.15,28604.26,10498.7,5825.21,3827.37,1901.39,1103.6,674.86,476.53,248.61,39.56,29.59,18.7,12.51,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",49158,0,722,1563,30,29,0,2033.32,7788,3384.95,1295.9,702.3,439.73,233.22,107.26,32.02,42.94,25.2,7.82,4.92,2.51,2.42,NA,NA,0,9900.17,50904.34,25749.48,12370.17,7555.84,5534.5,3549.34,1770.9,701.5,952.62,542.59,129.81,34.42,59.62,11.87,NA,NA,0,10.27,45.71,18.94,5.39,2.36,1.09,0.42,0.17,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",20912,0,552,666,22,13,0,163.14,3321.37,3235.12,1420.84,761.25,360.62,343.16,77.1,36.24,15.7,7.68,1.73,0,0,0,NA,NA,0,724.24,18376.55,19322.97,9509.21,5412.11,3107.16,3135.43,829.68,540.38,280.65,133.94,41.14,27.29,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",149307,0,703,11496,31,39,0,1670.09,18770.47,22957.07,8872.47,5146.37,3355.53,1356.59,789.92,253.57,165.66,36.49,1.83,6.09,0.16,0.89,NA,NA,0,7656.71,89045.16,115715.9,49356.21,34559.57,26274.18,17008.46,9891.93,7081.96,5054.41,2839.85,534.91,328.47,339.58,147.23,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",32311,0,478,1431,23,21,0,477.41,1899.07,554.87,142.06,89.17,62.13,48.46,23.2,10.72,7.95,1.8,0.59,0.75,0.56,0,NA,NA,0,8797.79,58072.43,21095.37,6605.94,4126.23,2409.42,1315.1,539.91,250.24,57.01,9.95,2.91,26.74,2.69,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",2801,0,208,282,12,20,43.08,1187.11,4078.55,2188.76,366.31,113.21,14.07,12.05,1.09,0.31,0,0,0,0,0,0,NA,NA,9.02,1545.87,7128,4169.76,765.28,240.34,27.29,23.48,1.87,0.23,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",21105,0,2,139,2,1,0,21239.59,13486.49,3739.3,1102.88,435.54,134.2,111.63,7.32,6.1,1.22,1.22,0,0,0,0,0,NA,0,31023.38,22801.8,7559.73,2698.64,1319.43,522.16,429.44,62.83,54.9,12.81,7.93,1.22,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",22044,0,375,506,15,72,0,1562.6,3963.05,2406.04,1510.28,797.2,628.68,421.67,115.07,75.2,49.36,4.23,0.04,0.8,0,0,0,NA,0,5871.99,16046.49,12097.85,9861.62,5967.74,5498.04,4136.66,1568.6,1076.18,824.39,135.56,20.66,40.86,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",18516,0,393,1170,15,88,0,566.54,1520.31,2213.68,1296.28,1045.52,589.53,198.93,44.72,32.3,3.35,5.1,0,0,0.31,4.19,0,NA,0,2006.11,5662.91,9386.18,7681.9,6971.66,6351.4,3173.6,1179.28,1118.47,356.9,255.18,43.86,7.83,51.58,48.42,7.83,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,7.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",30516,0,75,182,6,3,0,16586.63,20784.14,13425.05,3568.61,2454.04,863.08,220.11,33.72,19.53,0,0.64,0,0,0,1.86,0,NA,0,19204,32543.59,29659.81,11222.93,8370.47,3940.39,1262.34,280.49,208.07,24.3,32.77,0,0,3.36,27.59,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",8539,0,393,360,15,74,0,199.05,558.92,889.19,613.07,516.12,329.46,118.68,28.22,21.4,2.59,3.55,0,0,0.17,2.8,0,NA,0,734.65,2100.06,3578.88,3181.51,2971.59,2990.86,1593.04,627.53,608.32,199.69,139.95,20.38,4.03,28.7,22.83,4.03,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,4.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",170339,0,375,962,15,68,0,5936.28,16430.63,12931.59,10742.58,6431,5758.16,4211.56,1428.2,957.43,687.59,87.6,8.88,24.54,0,0,0,NA,0,18100.11,52406.55,47687.83,51865.69,36801.96,40809.43,35051.51,19381.57,14239.28,12902.85,3767.85,863.76,1363.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",292530,0,632,3015,30,90,264.66,20062.07,26919.44,29434.44,18184.15,9172.36,7887.13,2101.91,837.91,513.23,130.8,26.28,11.07,3.9,1.35,0,2.27,NA,903.09,74503.62,103554.18,121763.57,92542.1,65409.99,62496.46,26124.02,15123.36,12247.67,7595.82,2862.35,1113.74,703.19,470.16,0,218.32,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",4211,0,375,77,15,72,0,12.38,53.57,77.76,83.58,53.06,49.34,36.77,12.81,8.5,6.25,0.87,0.08,0.24,0,0,0,NA,0,52.46,257.68,517.81,813.73,647.75,817.33,778.32,595.13,465.77,485.07,202.27,51.6,77.11,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",254631,0,594,4079,22,104,0,22804.63,34297.49,20467.97,10759.01,6848.41,3305.78,2676.01,501.34,435.3,123.29,66.99,8.7,3.34,0,0,0,NA,0,90221.66,147623.62,101937.75,64418.26,52339.29,34424.87,26851.89,10118.67,8667.09,3265.29,1476.78,392.33,189.55,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"annual","27.7.e","Belgium",540227,"D","R-Reported","TBB_DEF_70-99_0_0_all",1564,0,38,41,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2113.67,6691.47,2846.3,1453.33,361.34,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",12835,0,75,173,6,3,0,7875.76,11282.11,9157.19,3484.3,2622.68,1218.81,364.62,70.36,47.16,2.68,6.84,0,0,0,8.78,0,NA,0,7051.62,9452.34,7162.89,3049.03,2432.56,1390.33,475.45,107.11,79.74,9.82,13.39,0,0,0.6,10.71,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",38773,0,594,487,22,79,0,3222.27,5321.6,3303.22,1691.3,1008.46,443.19,363.09,55.59,47.89,12.24,7.75,1.17,0.1,0,0,0,NA,0,11292.57,18243.07,12214.79,7720.69,6787.13,5302.87,4048.74,2392,2047.03,867.99,345.43,114.66,55.39,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",5900,0,594,185,22,96,0,478.16,665.21,365.27,178.78,106.03,47.17,38.67,5.85,5,1.43,0.86,0.15,0,0,0,0,NA,0,1031.61,2123.22,1859.33,1396.62,1306.98,977.82,751.84,368.4,314.84,129.03,54.4,16.4,7.99,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",35419,0,632,1774,30,96,28.9,2263.87,2901.83,2943.61,1634.77,745.47,625.99,151.09,56.09,32.92,6.57,1.03,0.36,0.12,0.01,0,0.11,NA,150.02,12662.01,17257.45,18940.29,12402.12,7465.94,6889.12,2626.65,1488.96,1213.81,776.49,293.79,114.14,72.14,47.15,0,21.3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",133301,0,393,6655,15,117,0,2088.78,6343.81,11758.13,10317.28,9173.72,6805.63,2651.14,685.97,536.78,77.7,96.88,0.11,0,6.55,56.12,0,NA,0,5169.34,16120.68,33205.25,40444.9,40422.91,47633.88,27077.32,11348.06,11326.95,4279.23,2734.7,951.6,147.76,628.97,357.19,145.96,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,148.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",37218,0,632,1893,30,90,41.67,2488.88,2742.05,2586.92,1479.4,758.09,660.03,183.09,75.12,45.69,11.5,2.34,0.94,0.3,0.07,0,0.23,NA,316.9,16715.15,18769.05,18229.05,11566.5,7538.71,7153.69,2998.69,1774.21,1461.41,938.19,351.77,137.8,86.01,54.97,0,26.26,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",24643,0,375,406,15,71,0,1198.04,3338.41,2476.54,1771.44,970.14,783.07,531.93,146.39,94.75,63.58,5.6,0,0.38,0,0,0,NA,0,7374.79,20582.22,15355.01,11737.75,6817.53,5980.22,4341.36,1492.73,1012.82,743.86,109,16.1,30.89,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",18840,0,632,238,30,94,93.82,2797.37,1943.55,1359.21,622.32,262.34,217.44,48.33,16.36,9,1.65,0.17,0,0,0,0,0,NA,107.49,5361.8,5464.93,5385.73,4053.57,3430.7,3498.32,1899.86,1317.68,1215.8,1027.41,454.51,168.28,114.6,90.48,0,26.52,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",12400,0,75,279,6,5,0,9914.67,9468.84,4175.77,760.05,498.28,159.47,40.32,5.77,3.63,0,0,0,0,0,1.16,0,NA,0,21332.43,24517.57,14183.4,3400.34,2319.03,816.49,212.52,32.27,20.91,0.72,0.72,0,0,0,3.48,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",26384,0,594,676,22,80,0,2710.95,4270,2352.07,1048.13,532.49,194.32,164.23,19.84,18.13,2.43,1.72,0.06,0.01,0,0,0,NA,0,8996.03,16521.29,11702.04,7050.01,5240.85,3107.92,2451.24,816.86,701.95,255.66,116.4,30,14.08,0,0,0,NA,0,246.91,418.06,287.18,181.72,161.58,129.73,98.86,52.49,44.73,17.66,7.76,2.31,0.99,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2020,"annual","27.7.e","Belgium",540227,"L","R-Reported","TBB_DEF_70-99_0_0_all",71764,0,140,344,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1212.41,9210.42,15615.16,9533.55,19573.19,20671.22,17670.48,8512.21,6405.65,6424.77,3026.27,561.89,1099.53,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",357396,0,606,6402,20,46,18.26,8507.55,35799.04,45554.21,32668.06,29124.06,7360.17,1547.03,1110.68,630.88,151.26,4.77,0.06,0.3,0.21,0,0,NA,4.27,16979.74,86827.18,130628.81,131915.64,144043.07,62850.42,25880.58,25531.8,16085.46,6064.07,1713.6,834.44,587.44,541.13,101.62,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",151824,0,619,5355,27,54,0,404.92,3709.54,11698.53,13329.68,13505.7,4878.88,2416.96,1801.12,817.99,427.53,20.89,20.83,4.83,0.22,0,0,NA,0,802.72,8418.6,33096.39,47221.74,63785.95,30714.8,24451.23,20766.85,12694.17,6604.9,1312.69,822.56,656.97,154.95,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",26941,0,606,939,20,35,1.35,902.25,2360.54,2395.1,1399.77,1183.17,274.42,51.87,34.03,19.11,3.92,0,0,0,0,0,0,NA,2.9,3739.72,12587.08,14608.43,10565.12,10301.62,4052.98,1760.2,1796.73,1143.41,442.55,147.85,104.63,59.94,59.97,13.82,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","MIS_MIS_0_0_0_HC",16568,0,530,153,18,40,0,32.89,245.57,314.1,467.77,563.2,235.12,66.69,56.7,10.91,5.07,0.31,0,0,0,0,0,NA,0,188.32,2849.74,4223.53,7403.47,9863.54,5170.41,2518.7,2024.25,876.06,333.51,93.42,29.81,0,10.3,5.38,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",14233,0,530,545,18,23,0.75,1007.99,2488.95,2120.7,1506.92,1307.67,379.78,73.81,65.83,8.31,3.85,0.14,0,0,0,0,0,NA,1.29,1684.53,5667.43,5659.23,6171.26,7298.17,3541.34,1645.14,1332.85,549.7,211.6,54.36,6.13,0,4.12,0.64,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",14352,0,606,101,20,32,0,711.88,2036.4,1959.22,998.33,796.16,173.83,35.86,21.92,12.62,3.03,0,0,0,0,0,0,NA,0,1332.95,3820.65,4093.96,3239.36,3905.36,2843.83,1704.43,1791.13,1133.62,419.38,54.53,0.88,11.15,0.98,0.1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",32718,0,530,1977,18,55,0.42,1158.89,4381.6,4208.94,3581.17,3342.15,1051.08,222.52,195.76,27.23,12.26,0.59,0,0,0,0,0,NA,2.5,4081.12,17367.27,18157.02,19041.18,20230.27,7804.53,2457.74,2055.2,620.21,246.32,57.68,20.11,0,7.13,3.5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2019,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",7765,0,44,102,4,3,188.52,1254.69,1401.89,617.57,171.18,47.22,6.64,0.37,0.37,0,0,0,0,0,0,0,0,NA,203.27,5777.98,12529.91,11949.6,5878.33,2723.72,553.01,121.38,79.69,23.98,11.07,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
